,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,price_per_meter
3091,Видное,6,8,2,71.0,10500000,2023,37.0,18.2,Видное,Царицыно,147887
3092,Видное,2,9,2,71.8,10800000,2002,37.8,12.6,Видное,Домодедовская,150417
3093,Видное,4,25,2,52.3,12428154,2026,25.1,10.5,Видное,Бирюлёво,237632
3094,Видное,17,17,2,67.9,8500000,2018,36.1,12.5,Видное,Домодедовская,125184
3095,Видное,3,4,2,41.0,6500000,2014,20.0,10.0,Видное,Битца,158536
3097,Видное,3,17,2,73.0,13799000,2017,41.0,14.0,Видное,Домодедовская,189027
3098,Видное,8,8,2,60.0,9200000,2017,30.0,6.0,Видное,Бутово,153333
3099,Видное,22,24,2,61.4,13084217,2026,29.2,13.4,Видное,Бирюлёво,213097
3101,Видное,13,17,2,60.0,10600000,2016,29.0,15.1,Видное,Домодедовская,176666
3103,Видное,2,5,2,46.1,6500000,1967,29.3,6.3,Видное,Домодедовская,140997
3104,Видное,7,14,2,55.0,9990000,1995,30.5,12.5,Видное,Царицыно,181636
3105,Видное,25,25,2,59.2,12632096,2025,29.6,12.7,Видное,Бирюлёво,213380
3106,Видное,4,4,2,52.0,7550000,2014,30.0,8.5,Видное,Видное,145192
3107,Видное,16,18,2,58.6,8150000,2014,49.6,9.0,Видное,Царицыно,139078
3108,Видное,23,24,2,61.4,12524618,2026,29.2,13.4,Видное,Бирюлёво,203984
3109,Видное,1,9,2,48.0,9400000,2017,26.3,10.1,Видное,Бутово,195833
3115,Видное,11,17,2,61.0,8800000,2014,32.0,12.0,Видное,Домодедовская,144262
3116,Видное,4,12,2,53.6,9300000,1988,30.7,8.5,Видное,Царицыно,173507
3118,Видное,8,12,2,63.1,11550000,2001,18.4,30.0,Видное,Домодедовская,183042
3119,Видное,1,4,2,50.4,7600000,2014,31.2,8.0,Видное,Домодедовская,150793
3121,Видное,1,2,2,46.4,5400000,1966,30.0,7.0,Видное,Битца,116379
3122,Видное,4,4,2,43.0,5800000,1960,30.0,5.7,Видное,Домодедовская,134883
3124,Видное,12,17,2,60.3,10699000,2014,39.0,14.0,Видное,Домодедовская,177429
3125,Видное,3,3,2,55.5,8500000,1952,36.0,9.0,Видное,Домодедовская,153153
3127,Видное,11,17,2,54.0,8800000,2016,33.0,8.0,Видное,Домодедовская,162962
3128,Видное,3,12,2,38.0,7500000,1969,26.0,6.5,Видное,Домодедовская,197368
3131,Видное,6,16,2,62.4,8499999,2021,38.0,10.0,Видное,Царицыно,136217
3132,Видное,25,25,2,59.5,13169730,2026,29.2,12.2,Видное,Бирюлёво,221340
3133,Видное,2,4,2,46.0,8300000,2022,26.0,8.2,Видное,Бутово,180434
3134,Видное,8,8,2,52.0,7200000,2020,27.9,10.0,Видное,Бутово,138461
3135,Видное,6,25,2,57.7,12979153,2026,28.0,12.1,Видное,Бирюлёво,224941
3136,Видное,10,14,2,56.0,8000000,1988,30.6,8.6,Видное,Царицыно,142857
3137,Видное,2,5,2,52.4,7990000,2014,15.0,20.0,Видное,Битца,152480
3139,Видное,7,8,2,51.0,11680000,2020,28.0,18.0,Видное,Бутово,229019
3140,Видное,3,19,2,58.0,8200000,2014,35.0,8.0,Видное,Домодедовская,141379
3142,Видное,2,8,2,68.2,10000000,2023,36.0,19.0,Видное,Царицыно,146627
3143,Видное,8,17,2,69.3,11200000,2015,36.3,13.5,Видное,Домодедовская,161616
3145,Видное,12,17,2,70.0,11850000,2018,58.7,11.3,Видное,Домодедовская,169285
3146,Видное,2,4,2,47.0,8800000,2022,26.0,10.0,Видное,Бутово,187234
3148,Видное,16,17,2,52.0,11700000,2016,23.0,12.0,Видное,Домодедовская,225000
3149,Видное,5,8,2,41.4,6200000,2023,25.0,7.0,Видное,Бутово,149758
3150,Видное,24,24,2,44.4,12667320,2026,24.8,5.5,Видное,Бирюлёво,285300
3151,Видное,3,8,2,47.3,7600000,2022,26.0,9.1,Видное,Бутово,160676
3152,Видное,5,5,2,45.0,6000000,1964,29.0,5.8,Видное,Домодедовская,133333
3154,Видное,6,15,2,45.3,8995000,2016,19.9,10.7,Видное,Домодедовская,198565
3155,Видное,4,5,2,46.0,6400000,1973,31.0,6.0,Видное,Домодедовская,139130
3157,Видное,6,8,2,42.2,6700000,2023,26.6,6.7,Видное,Бутово,158767
3158,Видное,16,17,2,47.0,9500000,2016,28.0,7.0,Видное,Домодедовская,202127
3160,Видное,3,3,2,43.0,6100000,1962,28.1,6.0,Видное,Домодедовская,141860
3161,Видное,4,17,2,74.6,10450000,2020,33.0,23.7,Видное,Домодедовская,140080
3163,Видное,6,13,2,63.2,12350000,2014,36.6,10.7,Видное,Домодедовская,195411
3164,Видное,2,20,2,50.6,8300000,2018,33.6,7.7,Видное,Домодедовская,164031
3166,Видное,2,4,2,42.4,7900000,2015,28.4,14.0,Видное,Домодедовская,186320
3167,Видное,4,5,2,45.0,6800000,1964,31.0,5.5,Видное,Домодедовская,151111
3169,Видное,4,10,2,72.1,10500000,2002,36.4,11.9,Видное,Царицыно,145631
3170,Видное,7,18,2,60.4,9400000,2014,33.7,13.0,Видное,Домодедовская,155629
3171,Видное,10,12,2,52.0,9100000,1988,30.0,8.7,Видное,Домодедовская,175000
3172,Видное,14,18,2,64.5,9900000,2014,33.0,13.0,Видное,Домодедовская,153488
3174,Видное,7,9,2,42.7,7500000,1976,27.2,6.0,Видное,Домодедовская,175644
3180,Видное,8,8,2,64.0,12790000,2017,40.0,10.0,Видное,Бутово,199843
3181,Видное,6,9,2,51.0,7800000,2020,28.0,9.0,Видное,Бутово,152941
3182,Видное,13,18,2,66.0,10497000,2008,34.0,12.0,Видное,Домодедовская,159045
3183,Видное,16,16,2,53.7,8800000,2014,48.7,5.0,Видное,Домодедовская,163873
3184,Видное,12,12,2,52.2,8600000,1987,32.0,8.5,Видное,Домодедовская,164750
3185,Видное,2,9,2,46.0,8500000,1986,24.8,6.8,Видное,Домодедовская,184782
3186,Видное,7,9,2,46.0,8300000,1986,24.8,6.7,Видное,Домодедовская,180434
3187,Видное,3,8,2,45.0,8100000,2017,26.2,9.1,Видное,Бутово,180000
3189,Видное,2,5,2,43.9,7300000,1966,28.6,5.6,Видное,Домодедовская,166287
3190,Видное,8,18,2,65.0,12000000,2007,39.0,12.0,Видное,Домодедовская,184615
3191,Видное,12,17,2,58.0,10000000,2014,31.0,14.0,Видное,Домодедовская,172413
3192,Видное,15,17,2,60.0,7599000,2019,28.0,12.0,Видное,Домодедовская,126650
3193,Видное,5,5,2,46.3,6700000,1973,32.0,7.0,Видное,Царицыно,144708
3194,Видное,2,10,2,72.0,10900000,2002,37.0,12.0,Видное,Царицыно,151388
3195,Видное,9,16,2,55.3,10300000,2016,31.0,11.0,Видное,Домодедовская,186256
3196,Видное,16,17,2,70.0,15300000,2015,54.0,16.0,Видное,Домодедовская,218571
3198,Видное,4,5,2,43.5,6700000,1974,28.2,6.0,Видное,Царицыно,154022
3199,Видное,11,18,2,61.9,12000000,2007,24.4,29.0,Видное,Царицыно,193861
3200,Видное,5,5,2,42.0,6750000,1968,28.7,6.0,Видное,Домодедовская,160714
3201,Видное,9,14,2,70.0,12600000,2018,57.0,13.0,Видное,Царицыно,180000
3202,Видное,13,17,2,55.5,10450000,2019,30.0,11.0,Видное,Домодедовская,188288
3203,Видное,1,17,2,71.5,10800000,2016,32.2,21.2,Видное,Домодедовская,151048
3204,Видное,2,4,2,40.2,8500000,2014,30.0,8.0,Видное,Битца,211442
3205,Видное,2,5,2,45.9,7800000,1965,28.4,6.0,Видное,Домодедовская,169934
3206,Видное,8,8,2,51.4,7500000,2018,19.4,10.0,Видное,Бутово,145914
3207,Видное,8,8,2,47.4,7950000,2022,26.0,9.0,Видное,Бутово,167721
3209,Видное,4,13,2,67.6,9500000,2018,36.3,13.0,Видное,Царицыно,140532
3210,Видное,9,15,2,44.0,9000000,2016,22.0,16.0,Видное,Домодедовская,204545
3211,Видное,7,18,2,62.6,9200000,2007,32.0,19.0,Видное,Домодедовская,146964
3212,Видное,4,17,2,65.0,10500000,2018,36.1,13.1,Видное,Домодедовская,161538
3213,Видное,7,8,2,45.0,9500000,2017,30.0,10.0,Видное,Бутово,211111
3214,Видное,5,5,2,44.6,6190000,1974,26.5,6.2,Видное,Царицыно,138789
3216,Видное,6,17,2,44.6,8600000,2008,18.0,13.0,Видное,Домодедовская,192825
3217,Видное,4,19,2,56.0,10950000,2015,30.6,11.0,Видное,Домодедовская,195535
3219,Видное,3,17,2,70.0,12500000,2016,35.0,12.0,Видное,Домодедовская,178571
3220,Видное,16,18,2,62.0,11900000,2008,35.0,12.0,Видное,Домодедовская,191935
3222,Видное,10,16,2,66.2,13000000,2010,38.8,14.0,Видное,Домодедовская,196374
3223,Видное,2,17,2,55.6,9500000,2016,35.0,11.0,Видное,Домодедовская,170863
3224,Видное,11,13,2,65.9,14000000,2016,35.0,13.0,Видное,Домодедовская,212443
3225,Видное,13,17,2,74.0,11300000,2015,35.0,14.0,Видное,Домодедовская,152702
3226,Видное,1,5,2,45.2,6400000,1965,27.6,5.6,Видное,Домодедовская,141592
3227,Видное,17,17,2,59.3,9900000,2014,33.0,13.0,Видное,Домодедовская,166947
3228,Видное,14,17,2,55.8,11900000,2015,31.0,11.0,Видное,Домодедовская,213261
3231,Видное,6,16,1,32.2,6096619,2025,9.4,16.1,Видное,Видное,189335
3233,Домодедово,1,2,2,39.5,4100000,1960,28.5,6.0,Домодедово,Подольск,103797
3234,Видное,24,25,3,68.2,14246332,2025,35.7,13.6,Видное,Бирюлёво,208890
3235,Видное,3,5,3,58.9,7900000,1966,39.4,5.3,Видное,Царицыно,134125
3236,Видное,7,9,3,64.9,14500000,2018,49.900000000000006,15.0,Видное,Бутово,223420
3238,Видное,10,12,3,64.3,9500000,1988,39.0,8.0,Видное,Царицыно,147744
3240,Видное,2,25,3,83.0,17111322,2026,45.6,14.2,Видное,Бирюлёво,206160
3241,Видное,10,17,3,99.0,17300000,2016,50.0,12.0,Видное,Домодедовская,174747
3242,Видное,17,18,3,75.4,9500000,2007,50.0,10.0,Видное,Царицыно,125994
3243,Видное,25,25,3,76.1,16705967,2025,43.7,12.2,Видное,Бирюлёво,219526
3245,Видное,1,16,3,68.5,10500000,1992,46.8,7.7,Видное,Царицыно,153284
3246,Видное,3,24,3,83.1,17169748,2025,45.6,14.2,Видное,Бирюлёво,206615
3247,Видное,7,8,3,62.6,8925000,2023,37.0,10.0,Видное,Бутово,142571
3248,Видное,10,17,3,52.3,9450000,2020,33.8,8.1,Видное,Домодедовская,180688
3249,Видное,24,25,3,84.2,16604787,2025,46.3,14.4,Видное,Бирюлёво,197206
3250,Видное,4,9,3,62.9,8200000,1973,54.9,8.0,Видное,Домодедовская,130365
3252,Видное,7,8,3,90.8,18900000,2022,59.8,31.0,Видное,Царицыно,208149
3255,Видное,3,9,3,59.3,8900000,1976,38.0,9.0,Видное,Домодедовская,150084
3256,Видное,9,9,3,50.0,8250000,1980,35.0,6.0,Видное,Царицыно,165000
3259,Видное,8,8,3,60.0,11000000,2016,54.0,6.0,Видное,Бутово,183333
3260,Видное,6,9,3,60.0,8000000,1973,39.5,8.0,Видное,Домодедовская,133333
3261,Видное,23,25,3,77.8,15522462,2025,42.2,12.2,Видное,Бирюлёво,199517
3262,Видное,2,25,3,62.9,14169514,2026,37.5,8.5,Видное,Бирюлёво,225270
3263,Видное,3,5,3,59.0,8300000,1970,43.0,6.0,Видное,Домодедовская,140677
3264,Видное,13,20,3,61.0,12700000,2016,51.0,10.0,Видное,Домодедовская,208196
3265,Видное,6,25,3,83.1,16156011,2025,45.6,14.2,Видное,Бирюлёво,194416
3267,Видное,4,5,3,57.4,8900000,1974,45.5,5.5,Видное,Домодедовская,155052
3268,Видное,17,18,3,184.0,30000000,2008,80.0,50.0,Видное,Домодедовская,163043
3269,Видное,17,17,3,72.1,10300000,2018,40.4,11.6,Видное,Домодедовская,142857
3270,Видное,15,17,3,70.2,10600000,2021,29.9,22.9,Видное,Домодедовская,150997
3271,Видное,4,18,3,74.8,14500000,2014,42.0,15.0,Видное,Царицыно,193850
3275,Видное,2,16,3,86.7,14200000,2014,60.0,20.0,Видное,Домодедовская,163783
3277,Видное,4,8,3,79.1,11800000,2023,47.4,12.0,Видное,Бутово,149178
3278,Видное,5,9,3,62.8,9100000,1985,37.6,8.0,Видное,Домодедовская,144904
3279,Видное,1,17,3,73.0,10800000,2014,41.0,13.0,Видное,Домодедовская,147945
3280,Видное,14,17,3,86.8,18200000,2017,74.0,12.8,Видное,Домодедовская,209677
3281,Видное,4,17,3,78.3,13000000,2019,43.0,13.0,Видное,Домодедовская,166028
3282,Видное,10,17,3,60.0,9650000,2018,53.0,7.0,Видное,Домодедовская,160833
3283,Видное,3,16,3,91.7,11900000,2021,48.8,15.7,Видное,Царицыно,129770
3284,Видное,2,18,3,76.8,13000000,2014,44.8,10.5,Видное,Домодедовская,169270
3285,Видное,14,17,3,94.0,15300000,2015,54.0,17.0,Видное,Домодедовская,162765
3286,Видное,2,8,3,83.4,15000000,2022,51.7,12.6,Видное,Домодедовская,179856
3288,Видное,17,18,3,126.0,24500000,2008,52.0,19.0,Видное,Царицыно,194444
3289,Видное,10,18,3,73.3,12000000,2014,50.0,10.0,Видное,Домодедовская,163710
3290,Видное,17,24,3,63.3,14200152,2026,37.7,8.6,Видное,Бирюлёво,224330
3291,Видное,7,18,3,88.2,12000000,2007,49.1,27.9,Видное,Царицыно,136054
3292,Видное,5,9,3,59.9,9000000,1977,41.5,6.0,Видное,Царицыно,150250
3293,Видное,2,25,3,67.2,14013821,2026,35.0,13.4,Видное,Бирюлёво,208539
3294,Видное,8,9,3,60.6,9700000,2022,37.5,10.2,Видное,Бутово,160066
3296,Видное,4,25,3,75.3,16180200,2025,43.2,12.1,Видное,Бирюлёво,214876
3297,Видное,4,8,3,60.5,8835000,2022,45.3,10.2,Видное,Бутово,146033
3298,Видное,15,24,3,68.4,14761165,2025,35.7,13.6,Видное,Бирюлёво,215806
